Surprise_Category,Return_1D_%,Return_5D_%,Return_30D_%
Beat,0.22213239716321878,0.6313942947828057,1.4612879678918034
Miss,0.20356046222784538,1.077124328365612,2.102223753937362
Strong Beat,0.3192247264487507,0.9837968950132526,2.698674326225134
Strong Miss,-0.09849943989268574,-0.4206743471135628,0.2121475725375573
